Scientific_name,English_name_AviList,Portuguese (Brazil),IUCN_Red_List_Category
Ceblepyris cinereus,Madagascar Cuckooshrike,madagascar cuckooshrike,LC
Ceblepyris cinereus cinereus,,,
Ceblepyris cinereus pallidus,,,
Ceblepyris graueri,Grauer's Cuckooshrike,grauer's cuckooshrike,LC
Ceblepyris caesius,Grey Cuckooshrike,gray cuckooshrike,LC
Ceblepyris caesius purus,,,
Ceblepyris caesius caesius,,,
Ceblepyris pectoralis,White-breasted Cuckooshrike,lagarteiro-cinzento,LC
Coracina,,,
Coracina caeruleogrisea,Stout-billed Cuckooshrike,stout-billed cuckooshrike,LC
Coracina longicauda,Hooded Cuckooshrike,hooded cuckooshrike,LC
Coracina bicolor,Pied Cuckooshrike,pied cuckooshrike,NT
Coracina temminckii,Cerulean Cuckooshrike,cerulean cuckooshrike,LC
Coracina temminckii temminckii,,,
Coracina temminckii rileyi,,,
Coracina temminckii tonkeana,,,
Coracina maxima,Ground Cuckooshrike,ground cuckooshrike,LC
Coracina lineata,Barred Cuckooshrike,barred cuckooshrike,LC
Coracina lineata axillaris,,,
Coracina lineata maforensis,,,
Coracina lineata sublineata,,,
Coracina lineata nigrifrons,,,
Coracina lineata ombriosa,,,
Coracina lineata pusilla,,,
Coracina lineata malaitae,,,
Coracina lineata makirae,,,
Coracina lineata gracilis,,,
Coracina lineata lineata,,,
Coracina boyeri,Boyer's Cuckooshrike,boyer's cuckooshrike,LC
Coracina boyeri boyeri,,,
Coracina boyeri subalaris,,,
Coracina novaehollandiae,Black-faced Cuckooshrike,cuco-picanço-de-faces-negras,LC
Coracina novaehollandiae subpallida,,,
Coracina novaehollandiae melanops,,,
Coracina novaehollandiae novaehollandiae,,,
Coracina welchmani,North Melanesian Cuckooshrike,north melanesian cuckooshrike,LC
Coracina welchmani bougainvillei,,,
Coracina welchmani kulambangrae,,,
Coracina welchmani welchmani,,,
Coracina welchmani amadonis,,,
Coracina papuensis,White-bellied Cuckooshrike,white-bellied cuckooshrike,LC
Coracina papuensis papuensis,,,
Coracina papuensis angustifrons,,,
Coracina papuensis louisiadensis,,,
Coracina papuensis oriomo,,,
Coracina papuensis timorlaoensis,,,
Coracina papuensis hypoleuca,,,
Coracina papuensis apsleyi,,,
Coracina papuensis artamoides,,,
Coracina papuensis robusta,,,
Coracina papuensis sclaterii,,,
Coracina papuensis perpallida,,,
Coracina papuensis elegans,,,
Coracina papuensis eyerdami,,,
Coracina papuensis ingens,,,
Coracina atriceps,Moluccan Cuckooshrike,moluccan cuckooshrike,LC
Coracina atriceps atriceps,,,
Coracina atriceps magnirostris,,,
Coracina caledonica,South Melanesian Cuckooshrike,south melanesian cuckooshrike,LC
Coracina caledonica thilenii,,,
Coracina caledonica seiuncta,,,
Coracina caledonica lifuensis,,,
Coracina caledonica caledonica,,,
Coracina macei,Indian Cuckooshrike,indian cuckooshrike,LC
Coracina macei macei,,,
Coracina macei layardi,,,
Coracina javensis,Oriental Cuckooshrike,oriental cuckooshrike,NE
Coracina javensis nipalensis,,,
Coracina javensis andamana,,,
Coracina javensis larvivora,,,
Coracina javensis siamensis,,,
Coracina javensis javensis,,,
Coracina javensis rexpineti,,,
Coracina larutensis,Malayan Cuckooshrike,malayan cuckooshrike,NE
Coracina striata,Bar-bellied Cuckooshrike,bar-bellied cuckooshrike,NE
Coracina striata sumatrensis,,,
Coracina striata simalurensis,,,
Coracina striata babiensis,,,
Coracina striata kannegieteri,,,
Coracina striata enganensis,,,
Coracina striata bungurensis,,,
Coracina striata vordermani,,,
Coracina striata difficilis,,,
Coracina striata striata,,,
Coracina striata cebuensis,,,
Coracina mindorensis,Mindoro Cuckooshrike,mindoro cuckooshrike,NE
Coracina panayensis,Visayan Cuckooshrike,visayan cuckooshrike,LC
Coracina kochii,Mindanao Cuckooshrike,mindanao cuckooshrike,NE
Coracina kochii kochii,,,
Coracina kochii boholensis,,,
Coracina guillemardi,Sulu Cuckooshrike,sulu cuckooshrike,NE
Coracina dobsoni,Andaman Cuckooshrike,andaman cuckooshrike,NT
Coracina larvata,Sunda Cuckooshrike,sunda cuckooshrike,LC
Coracina larvata melanocephala,,,
Coracina larvata larvata,,,
Coracina larvata normani,,,
Coracina personata,Wallacean Cuckooshrike,cuco-picanço-de-wallace,LC
Coracina personata floris,,,
Coracina personata alfrediana,,,
Coracina personata sumbensis,,,
Coracina personata personata,,,
Coracina personata unimoda,,,
Coracina personata pollens,,,
Coracina parvula,Halmahera Cuckooshrike,halmahera cuckooshrike,LC
Coracina fortis,Buru Cuckooshrike,buru cuckooshrike,NT
Coracina leucopygia,White-rumped Cuckooshrike,white-rumped cuckooshrike,LC
Coracina schistacea,Slaty Cuckooshrike,slaty cuckooshrike,LC
Lobotos,,,
Lobotos lobatus,Western Wattled Cuckooshrike,ghana cuckooshrike,VU
Lobotos oriolinus,Eastern Wattled Cuckooshrike,oriole cuckooshrike,DD
Campephaga,,,
Campephaga flava,Black Cuckooshrike,black cuckooshrike,LC
Campephaga petiti,Petit's Cuckooshrike,petit's cuckooshrike,LC
Campephaga phoenicea,Red-shouldered Cuckooshrike,lagarteiro-riscadinho,LC
Campephaga quiscalina,Purple-throated Cuckooshrike,purple-throated cuckooshrike,LC
Campephaga quiscalina quiscalina,,,
Campephaga quiscalina martini,,,
Campephaga quiscalina muenzneri,,,
Campochaera,,,
Campochaera sloetii,Golden Cuckooshrike,golden cuckooshrike,LC
Campochaera sloetii sloetii,,,
Campochaera sloetii flaviceps,,,
Malindangia,,,
Malindangia mcgregori,McGregor's Cuckooshrike,mcgregor's cuckooshrike,LC
Lalage,,,
Lalage maculosa,Polynesian Triller,polynesian triller,LC
Lalage maculosa ultima,,,
Lalage maculosa modesta,,,
Lalage maculosa melanopygia,,,
Lalage maculosa vanikorensis,,,
Lalage maculosa soror,,,
Lalage maculosa pumila,,,
Lalage maculosa mixta,,,
Lalage maculosa woodi,,,
Lalage maculosa rotumae,,,
Lalage maculosa nesophila,,,
Lalage maculosa tabuensis,,,
Lalage maculosa vauana,,,
Lalage maculosa keppeli,,,
Lalage maculosa futunae,,,
Lalage maculosa whitmeei,,,
Lalage maculosa maculosa,,,
Lalage sharpei,Samoan Triller,samoan triller,NT
Lalage sharpei sharpei,,,
Lalage sharpei tenebrosa,,,
Lalage leucopyga,Long-tailed Triller,long-tailed triller,LC
Lalage leucopyga affinis,,,
Lalage leucopyga deficiens,,,
Lalage leucopyga albiloris,,,
Lalage leucopyga simillima,,,
Lalage leucopyga montrosieri,,,
Lalage leucopyga leucopyga,,,
Lalage sueurii,White-shouldered Triller,cuco-picanço-de-lesueur,LC
Lalage tricolor,White-winged Triller,cuco-picanço-d'asa-branca,LC
Lalage atrovirens,Black-browed Triller,black-browed triller,LC
Lalage leucoptera,Biak Triller,biak triller,NT
Lalage moesta,White-browed Triller,white-browed triller,LC
Lalage leucomela,Varied Triller,varied triller,LC
Lalage leucomela keyensis,,,
Lalage leucomela polygrammica,,,
Lalage leucomela obscurior,,,
Lalage leucomela pallescens,,,
Lalage leucomela falsa,,,
Lalage leucomela karu,,,
Lalage leucomela albidior,,,
Lalage leucomela ottomeyeri,,,
Lalage leucomela tabarensis,,,
Lalage leucomela sumunae,,,
Lalage leucomela macrura,,,
Lalage leucomela rufiventris,,,
Lalage leucomela yorki,,,
Lalage leucomela leucomela,,,
Lalage conjuncta,Mussau Triller,mussau triller,VU
Lalage melanoleuca,Black-and-white Triller,black-and-white triller,NE
Lalage melanoleuca melanoleuca,,,
Lalage melanoleuca minor,,,
Lalage leucopygialis,White-rumped Triller,white-rumped triller,LC
Lalage nigra,Pied Triller,pied triller,LC
Lalage nigra davisoni,,,
Lalage nigra striga,,,
Lalage nigra nigra,,,
Lalage aurea,Rufous-bellied Triller,rufous-bellied triller,LC
Lalage newtoni,Reunion Cuckooshrike,reunion cuckooshrike,CR
Lalage typica,Mauritius Cuckooshrike,mauritius cuckooshrike,EN
Lalage melaschistos,Black-winged Cuckooshrike,black-winged cuckooshrike,LC
Lalage melaschistos melaschistos,,,
Lalage melaschistos avensis,,,
Lalage melaschistos intermedia,,,
Lalage melaschistos saturata,,,
Lalage melanoptera,Black-headed Cuckooshrike,black-headed cuckooshrike,LC
Lalage melanoptera melanoptera,,,
Lalage melanoptera sykesi,,,
Lalage fimbriata,Lesser Cuckooshrike,lesser cuckooshrike,LC
Lalage fimbriata neglecta,,,
Lalage fimbriata culminata,,,
Lalage fimbriata schierbrandi,,,
Lalage fimbriata compta,,,
Lalage fimbriata fimbriata,,,
Lalage polioptera,Indochinese Cuckooshrike,indochinese cuckooshrike,LC
Lalage polioptera jabouillei,,,
Lalage polioptera indochinensis,,,
Lalage polioptera polioptera,,,
Cyanograucalus,,,
Cyanograucalus azureus,Blue Cuckooshrike,blue cuckooshrike,LC
Celebesica,,,
Celebesica abbotti,Pygmy Cuckooshrike,pygmy cuckooshrike,LC
Edolisoma,,,
Edolisoma anale,New Caledonian Cuckooshrike,new caledonian cuckooshrike,NT
Edolisoma coerulescens,Blackish Cuckooshrike,blackish cuckooshrike,LC
Edolisoma coerulescens coerulescens,,,
Edolisoma coerulescens deschauenseei,,,
Edolisoma coerulescens alterum,,,
Edolisoma ostentum,White-winged Cuckooshrike,white-winged cuckooshrike,NT
Edolisoma montanum,Black-bellied Cuckooshrike,black-bellied cicadabird,LC
Edolisoma montanum montanum,,,
Edolisoma montanum bicinia,,,
Edolisoma dohertyi,Pale-shouldered Cicadabird,pale-shouldered cicadabird,LC
Edolisoma dispar,Kai Cicadabird,kai cicadabird,LC
Edolisoma timoriense,Timor Cicadabird,timor cicadabird,NE
Edolisoma timoriense kalaotuae,,,
Edolisoma timoriense emancipatum,,,
Edolisoma timoriense timoriense,,,
Edolisoma ceramense,Pale Cicadabird,pale cicadabird,LC
Edolisoma ceramense ceramense,,,
Edolisoma ceramense hoogerwerfi,,,
Edolisoma insperatum,Pohnpei Cicadabird,pohnpei cicadabird,EN
Edolisoma mindanense,Black-bibbed Cicadabird,black-bibbed cicadabird,VU
Edolisoma mindanense lecroyae,,,
Edolisoma mindanense elusum,,,
Edolisoma mindanense ripleyi,,,
Edolisoma mindanense mindanense,,,
Edolisoma mindanense everetti,,,
Edolisoma schisticeps,Grey-headed Cuckooshrike,gray-headed cicadabird,LC
Edolisoma schisticeps schisticeps,,,
Edolisoma schisticeps reichenowi,,,
Edolisoma schisticeps poliopsa,,,
Edolisoma schisticeps vittatum,,,
Edolisoma melas,Black Cicadabird,black cicadabird,LC
Edolisoma melas waigeuense,,,
Edolisoma melas tommasonis,,,
Edolisoma melas melas,,,
Edolisoma melas batantae,,,
Edolisoma holopolium,Solomons Cicadabird,solomons cicadabird,NE
Edolisoma holopolium holopolium,,,
Edolisoma holopolium pygmaeum,,,
Edolisoma tricolor,Malaita Cicadabird,malaita cicadabird,NE
Edolisoma salomonis,Makira Cicadabird,cuco-picanço-de-makira,LC
Edolisoma admiralitatis,Admiralty Cicadabird,manus cicadabird,NE
Edolisoma salvadorii,Sangihe Cicadabird,sangihe cicadabird,NE
Edolisoma salvadorii salvadorii,,,
Edolisoma salvadorii talautense,,,
Edolisoma monacha,Palau Cicadabird,palau cicadabird,LC
Edolisoma nesiotis,Yap Cicadabird,yap cicadabird,EN
Edolisoma erythropygium,Central Melanesian Cicadabird,central melanesian cicadabird,NE
Edolisoma erythropygium saturatius,,,
Edolisoma erythropygium ultimum,,,
Edolisoma erythropygium nisorium,,,
Edolisoma erythropygium erythropygium,,,
Edolisoma morio,Sulawesi Cicadabird,sulawesi cicadabird,NE
Edolisoma morio morio,,,
Edolisoma morio edithae,,,
Edolisoma meyerii,Geelvink Cicadabird,geelvink cicadabird,LC
Edolisoma meyerii numforanum,,,
Edolisoma meyerii meyerii,,,
Edolisoma pelingi,Banggai Cicadabird,banggai cicadabird,NE
Edolisoma obiense,Obi Cicadabird,obi cicadabird,NE
Edolisoma sula,Sula Cicadabird,sula cicadabird,LC
Edolisoma grayi,North Moluccan Cicadabird,north moluccan cicadabird,NE
Edolisoma grayi pererratum,,,
Edolisoma grayi grayi,,,
Edolisoma incertum,Black-shouldered Cicadabird,papuan cicadabird,LC
Edolisoma remotum,Bismarck Cicadabird,bismarck cicadabird,NE
Edolisoma remotum remotum,,,
Edolisoma remotum matthiae,,,
Edolisoma remotum heinrothi,,,
Edolisoma remotum rooki,,,
Edolisoma rostratum,Rossel Cicadabird,rossel cicadabird,NT
Edolisoma amboinense,South Moluccan Cicadabird,south moluccan cicadabird,NE
Edolisoma tenuirostre,Sahul Cicadabird,cuco-picanço-de-bico-fino,NE
Edolisoma tenuirostre nehrkorni,,,
Edolisoma tenuirostre aruense,,,
Edolisoma tenuirostre muellerii,,,
Edolisoma tenuirostre tagulanum,,,
Edolisoma tenuirostre melvillense,,,
Edolisoma tenuirostre tenuirostre,,,
Mohouidae,,,
Mohoua,,,
Mohoua albicilla,Whitehead,whitehead,LC
Mohoua ochrocephala,Yellowhead,yellowhead,NT
Mohoua novaeseelandiae,Pipipi,pipipi,LC
Machaerirhynchidae,,,
Machaerirhynchus,,,
Machaerirhynchus nigripectus,Black-breasted Boatbill,black-breasted boatbill,LC
Machaerirhynchus nigripectus nigripectus,,,
Machaerirhynchus nigripectus saturatus,,,
Machaerirhynchus nigripectus harterti,,,
Machaerirhynchus flaviventer,Yellow-breasted Boatbill,yellow-breasted boatbill,LC
Machaerirhynchus flaviventer albifrons,,,
Machaerirhynchus flaviventer albigula,,,
Machaerirhynchus flaviventer novus,,,
Machaerirhynchus flaviventer xanthogenys,,,
Machaerirhynchus flaviventer flaviventer,,,
Machaerirhynchus flaviventer secundus,,,
Artamidae,,,
Artamus,,,
Artamus fuscus,Ashy Woodswallow,ashy woodswallow,LC
Artamus mentalis,Fiji Woodswallow,fiji woodswallow,LC
Artamus monachus,Ivory-backed Woodswallow,ivory-backed woodswallow,LC
Artamus maximus,Great Woodswallow,great woodswallow,LC
Artamus leucorynchus,White-breasted Woodswallow,andorinha-do-mato-de-peito-branco,LC
Artamus leucorynchus pelewensis,,,
Artamus leucorynchus leucorynchus,,,
Artamus leucorynchus amydrus,,,
Artamus leucorynchus humei,,,
Artamus leucorynchus albiventer,,,
Artamus leucorynchus musschenbroeki,,,
Artamus leucorynchus leucopygialis,,,
Artamus leucorynchus melaleucus,,,
Artamus leucorynchus tenuis,,,
Artamus insignis,White-backed Woodswallow,bismarck woodswallow,LC
Artamus personatus,Masked Woodswallow,masked woodswallow,LC
Artamus superciliosus,White-browed Woodswallow,white-browed woodswallow,LC
Artamus cinereus,Black-faced Woodswallow,andorinha-do-mato-de-face-preta,LC
Artamus cinereus perspicillatus,,,
Artamus cinereus normani,,,
Artamus cinereus inkermani,,,
Artamus cinereus melanops,,,
Artamus cinereus cinereus,,,
Artamus cyanopterus,Dusky Woodswallow,dusky woodswallow,LC
Artamus cyanopterus cyanopterus,,,
Artamus cyanopterus perthi,,,
Artamus minor,Little Woodswallow,little woodswallow,LC
Artamus minor derbyi,,,
Artamus minor minor,,,
Peltops,,,
Peltops blainvillii,Lowland Peltops,lowland peltops,LC
Peltops montanus,Mountain Peltops,mountain peltops,LC
Strepera,,,
Strepera graculina,Pied Currawong,pied currawong,LC
Strepera graculina magnirostris,,,
Strepera graculina robinsoni,,,
Strepera graculina graculina,,,
Strepera graculina crissalis,,,
Strepera graculina ashbyi,,,
Strepera graculina riordani,,,
Strepera fuliginosa,Black Currawong,black currawong,LC
Strepera fuliginosa fuliginosa,,,
Strepera fuliginosa parvior,,,
Strepera fuliginosa colei,,,
Strepera versicolor,Grey Currawong,gray currawong,LC
Strepera versicolor versicolor,,,
Strepera versicolor arguta,,,
Strepera versicolor melanoptera,,,
Strepera versicolor halmaturina,,,
Strepera versicolor intermedia,,,
Strepera versicolor plumbea,,,
Melloria,,,
Melloria quoyi,Black Butcherbird,black butcherbird,LC
Melloria quoyi quoyi,,,
Melloria quoyi spaldingi,,,
Melloria quoyi alecto,,,
Melloria quoyi jardini,,,
Melloria quoyi rufescens,,,
Gymnorhina,,,
Gymnorhina tibicen,Australian Magpie,australian magpie,LC
Gymnorhina tibicen papuana,,,
Gymnorhina tibicen eylandtensis,,,
Gymnorhina tibicen tibicen,,,
Gymnorhina tibicen tyrannica,,,
Gymnorhina tibicen hypoleuca,,,
Gymnorhina tibicen telonocua,,,
Gymnorhina tibicen dorsalis,,,
Gymnorhina tibicen longirostris,,,
Cracticus,,,
Cracticus mentalis,Black-backed Butcherbird,black-backed butcherbird,LC
Cracticus mentalis mentalis,,,
Cracticus mentalis kempi,,,
Cracticus torquatus,Grey Butcherbird,gray butcherbird,LC
Cracticus torquatus leucopterus,,,
Cracticus torquatus torquatus,,,
Cracticus torquatus cinereus,,,
Cracticus argenteus,Silver-backed Butcherbird,silver-backed butcherbird,LC
Cracticus argenteus argenteus,,,
Cracticus argenteus colletti,,,
Cracticus cassicus,Hooded Butcherbird,hooded butcherbird,LC
Cracticus cassicus cassicus,,,
Cracticus cassicus hercules,,,
Cracticus louisiadensis,Tagula Butcherbird,tagula butcherbird,NT
Cracticus nigrogularis,Pied Butcherbird,pied butcherbird,LC
Cracticus nigrogularis picatus,,,
Cracticus nigrogularis nigrogularis,,,
Rhagologidae,,,
Rhagologus,,,
Rhagologus leucostigma,Mottled Berryhunter,mottled berryhunter,LC
Rhagologus leucostigma leucostigma,,,
Rhagologus leucostigma obscurus,,,
Pityriasidae,,,
Pityriasis,,,
Pityriasis gymnocephala,Bornean Bristlehead,bornean bristlehead,VU
Aegithinidae,,,
Aegithina,,,
Aegithina tiphia,Common Iora,common iora,LC
Aegithina tiphia multicolor,,,
Aegithina tiphia deignani,,,
Aegithina tiphia humei,,,
Aegithina tiphia tiphia,,,
Aegithina tiphia septentrionalis,,,
Aegithina tiphia philipi,,,
Aegithina tiphia cambodiana,,,
Aegithina tiphia horizoptera,,,
Aegithina tiphia scapularis,,,
Aegithina tiphia viridis,,,
Aegithina tiphia aequanimis,,,
Aegithina nigrolutea,Marshall's Iora,white-tailed iora,LC
Aegithina viridissima,Green Iora,green iora,NT
Aegithina viridissima viridissima,,,
Aegithina viridissima thapsina,,,
Aegithina lafresnayei,Great Iora,great iora,LC
Aegithina lafresnayei innotata,,,
Aegithina lafresnayei xanthotis,,,
Aegithina lafresnayei lafresnayei,,,
Malaconotidae,,,
Nilaus,,,
Nilaus afer,Brubru,picanço-pintadinho,LC
Nilaus afer afer,,,
Nilaus afer camerunensis,,,
Nilaus afer hilgerti,,,
Nilaus afer minor,,,
Nilaus afer massaicus,,,
Nilaus afer nigritemporalis,,,
Nilaus afer brubru,,,
Nilaus afer solivagus,,,
Nilaus afer affinis,,,
Nilaus afer miombensis,,,
Bocagia,,,
Bocagia minuta,Marsh Tchagra,marsh tchagra,LC
Bocagia minuta minuta,,,
Bocagia minuta reichenowi,,,
Bocagia minuta anchietae,,,
Tchagra,,,
Tchagra senegalus,Black-crowned Tchagra,picanço-assobiador,LC
Tchagra senegalus cucullatus,,,
Tchagra senegalus percivali,,,
Tchagra senegalus remigialis,,,
Tchagra senegalus nothus,,,
Tchagra senegalus senegalus,,,
Tchagra senegalus habessinicus,,,
Tchagra senegalus armenus,,,
Tchagra senegalus orientalis,,,
Tchagra senegalus kalahari,,,
Tchagra australis,Brown-crowned Tchagra,brown-crowned tchagra,LC
Tchagra australis ussheri,,,
Tchagra australis emini,,,
Tchagra australis minor,,,
Tchagra australis ansorgei,,,
Tchagra australis bocagei,,,
Tchagra australis souzae,,,
Tchagra australis rhodesiensis,,,
Tchagra australis australis,,,
Tchagra australis damarensis,,,
Tchagra jamesi,Three-streaked Tchagra,three-streaked tchagra,LC
Tchagra jamesi jamesi,,,
Tchagra jamesi mandanus,,,
Tchagra tchagra,Southern Tchagra,southern tchagra,LC
Tchagra tchagra tchagra,,,
Tchagra tchagra natalensis,,,
Tchagra tchagra caffrariae,,,
Malaconotus,,,
Malaconotus cruentus,Fiery-breasted Bushshrike,fiery-breasted bushshrike,LC
Malaconotus lagdeni,Lagden's Bushshrike,lagden's bushshrike,NT
Malaconotus lagdeni lagdeni,,,
Malaconotus lagdeni centralis,,,
Malaconotus gladiator,Green-breasted Bushshrike,green-breasted bushshrike,VU
Malaconotus blanchoti,Grey-headed Bushshrike,picanço-oliváceo,LC
Malaconotus blanchoti approximans,,,
