Scientific_name,English_name_AviList,Romanian,IUCN_Red_List_Category
Ficedula westermanni hasselti,,,
Ficedula westermanni mayri,,,
Ficedula ruficauda,Rusty-tailed Flycatcher,Rusty-tailed Flycatcher,LC
Ficedula subrubra,Kashmir Flycatcher,Kashmir Flycatcher,VU
Ficedula parva,Red-breasted Flycatcher,Muscar mic,LC
Ficedula albicilla,Taiga Flycatcher,Muscar de taiga,LC
Ficedula speculigera,Atlas Pied Flycatcher,Muscar de Atlas,NE
Ficedula semitorquata,Semicollared Flycatcher,Muscar semigulerat,LC
Ficedula albicollis,Collared Flycatcher,Muscar gulerat,LC
Ficedula hypoleuca,European Pied Flycatcher,Muscar negru,NE
Ficedula hypoleuca hypoleuca,,,
Ficedula hypoleuca iberiae,,,
Ficedula hypoleuca sibirica,,,
Ficedula nigrorufa,Black-and-orange Flycatcher,Black-and-orange Flycatcher,LC
Ficedula riedeli,Tanimbar Flycatcher,Tanimbar Flycatcher,NT
Ficedula dumetoria,Rufous-chested Flycatcher,Rufous-chested Flycatcher,LC
Ficedula dumetoria dumetoria,,,
Ficedula dumetoria muelleri,,,
Ficedula platenae,Palawan Flycatcher,Palawan Flycatcher,VU
Ficedula disposita,Furtive Flycatcher,Furtive Flycatcher,LC
Ficedula rufigula,Rufous-throated Flycatcher,Rufous-throated Flycatcher,NT
Ficedula buruensis,Cinnamon-chested Flycatcher,Cinnamon-chested Flycatcher,LC
Ficedula buruensis buruensis,,,
Ficedula buruensis ceramensis,,,
Ficedula buruensis siebersi,,,
Ficedula bonthaina,Lompobattang Flycatcher,Lompobattang Flycatcher,EN
Ficedula timorensis,Black-banded Flycatcher,Black-banded Flycatcher,LC
Ficedula harterti,Sumba Flycatcher,Sumba Flycatcher,LC
Ficedula basilanica,Little Slaty Flycatcher,Little Slaty Flycatcher,VU
Ficedula basilanica samarensis,,,
Ficedula basilanica basilanica,,,
Ficedula crypta,Cryptic Flycatcher,Cryptic Flycatcher,LC
Ficedula luzoniensis,Bundok Flycatcher,Bundok Flycatcher,LC
Ficedula luzoniensis rara,,,
Ficedula luzoniensis calayensis,,,
Ficedula luzoniensis luzoniensis,,,
Ficedula luzoniensis nigrorum,,,
Ficedula luzoniensis montigena,,,
Ficedula luzoniensis matutumensis,,,
Ficedula luzoniensis daggayana,,,
Ficedula luzoniensis malindangensis,,,
Tarsiger,,,
Tarsiger cyanurus,Red-flanked Bluetail,Măcăleandru albastru,NE
Tarsiger albocoeruleus,Qilian Bluetail,Qilian Bluetail,NE
Tarsiger rufilatus,Himalayan Bluetail,Himalayan Bluetail,LC
Tarsiger rufilatus pallidior,,,
Tarsiger rufilatus rufilatus,,,
Tarsiger hyperythrus,Rufous-breasted Bush Robin,Rufous-breasted Bush-Robin,LC
Tarsiger indicus,White-browed Bush Robin,White-browed Bush-Robin,NE
Tarsiger indicus indicus,,,
Tarsiger indicus yunnanensis,,,
Tarsiger formosanus,Taiwan Bush Robin,Taiwan Bush-Robin,NE
Tarsiger chrysaeus,Golden Bush Robin,Golden Bush-Robin,LC
Tarsiger chrysaeus whistleri,,,
Tarsiger chrysaeus chrysaeus,,,
Tarsiger johnstoniae,Collared Bush Robin,Collared Bush-Robin,LC
Heteroxenicus,,,
Heteroxenicus stellatus,Gould's Shortwing,Gould's Shortwing,LC
Heteroxenicus stellatus stellatus,,,
Heteroxenicus stellatus fuscus,,,
Phoenicurus,,,
Phoenicurus erythronotus,Eversmann's Redstart,Codroș cu spate ruginiu,LC
Phoenicurus alaschanicus,Przevalski's Redstart,Ala Shan Redstart,LC
Phoenicurus frontalis,Blue-fronted Redstart,Blue-fronted Redstart,LC
Phoenicurus coeruleocephala,Blue-capped Redstart,Blue-capped Redstart,LC
Phoenicurus schisticeps,White-throated Redstart,White-throated Redstart,LC
Phoenicurus leucocephalus,White-capped Redstart,White-capped Redstart,LC
Phoenicurus bicolor,Luzon Water Redstart,Luzon Redstart,NT
Phoenicurus fuliginosus,Plumbeous Water Redstart,Plumbeous Redstart,LC
Phoenicurus fuliginosus fuliginosus,,,
Phoenicurus fuliginosus affinis,,,
Phoenicurus auroreus,Daurian Redstart,Daurian Redstart,LC
Phoenicurus auroreus leucopterus,,,
Phoenicurus auroreus auroreus,,,
Phoenicurus hodgsoni,Hodgson's Redstart,Hodgson's Redstart,LC
Phoenicurus erythrogastrus,Güldenstädt's Redstart,Codroș caucazian,LC
Phoenicurus erythrogastrus erythrogastrus,,,
Phoenicurus erythrogastrus grandis,,,
Phoenicurus ochruros,Black Redstart,Codroș de munte,LC
Phoenicurus ochruros gibraltariensis,,,
Phoenicurus ochruros ochruros,,,
Phoenicurus ochruros semirufus,,,
Phoenicurus ochruros phoenicuroides,,,
Phoenicurus ochruros murinus,,,
Phoenicurus ochruros rufiventris,,,
Phoenicurus moussieri,Moussier's Redstart,Codroș de diamant,LC
Phoenicurus phoenicurus,Common Redstart,Codroș de pădure,LC
Phoenicurus phoenicurus phoenicurus,,,
Phoenicurus phoenicurus samamisicus,,,
Monticola,,,
Monticola cinclorhyncha,Blue-capped Rock Thrush,Blue-capped Rock-Thrush,LC
Monticola rufiventris,Chestnut-bellied Rock Thrush,Chestnut-bellied Rock-Thrush,LC
Monticola gularis,White-throated Rock Thrush,White-throated Rock-Thrush,LC
Monticola brevipes,Short-toed Rock Thrush,Short-toed Rock-Thrush,LC
Monticola brevipes brevipes,,,
Monticola brevipes pretoriae,,,
Monticola explorator,Sentinel Rock Thrush,Sentinel Rock-Thrush,NT
Monticola explorator explorator,,,
Monticola explorator tenebriformis,,,
Monticola imerina,Littoral Rock Thrush,Littoral Rock-Thrush,NE
Monticola erythronotus,Amber Mountain Rock Thrush,Amber Mountain Rock-Thrush,NT
Monticola sharpei,Forest Rock Thrush,Forest Rock-Thrush,NE
Monticola sharpei sharpei,,,
Monticola sharpei bensoni,,,
Monticola rufocinereus,Little Rock Thrush,Little Rock-Thrush,LC
Monticola rufocinereus rufocinereus,,,
Monticola rufocinereus sclateri,,,
Monticola saxatilis,Common Rock Thrush,Mierlă de piatră,LC
Monticola solitarius,Blue Rock Thrush,Mierlă albastră,LC
Monticola solitarius solitarius,,,
Monticola solitarius longirostris,,,
Monticola solitarius pandoo,,,
Monticola solitarius philippensis,,,
Monticola solitarius madoci,,,
Monticola semirufus,White-winged Cliff Chat,White-winged Cliff-Chat,LC
Monticola rupestris,Cape Rock Thrush,Cape Rock-Thrush,LC
Monticola angolensis,Miombo Rock Thrush,Miombo Rock-Thrush,LC
Monticola angolensis angolensis,,,
Monticola angolensis hylophilus,,,
Saxicola,,,
Saxicola jerdoni,Jerdon's Bush Chat,Jerdon's Bushchat,LC
Saxicola ferreus,Grey Bush Chat,Gray Bushchat,LC
Saxicola ferreus ferreus,,,
Saxicola ferreus haringtoni,,,
Saxicola gutturalis,White-bellied Bush Chat,Timor Bushchat,LC
Saxicola gutturalis gutturalis,,,
Saxicola gutturalis luctuosus,,,
Saxicola rubetra,Whinchat,Mărăcinar mare,LC
Saxicola macrorhynchus,White-browed Bush Chat,White-browed Bushchat,VU
Saxicola caprata,Pied Bush Chat,Mărăcinar pestriț,LC
Saxicola caprata rossorum,,,
Saxicola caprata bicolor,,,
Saxicola caprata burmanicus,,,
Saxicola caprata nilgiriensis,,,
Saxicola caprata atratus,,,
Saxicola caprata caprata,,,
Saxicola caprata randi,,,
Saxicola caprata anderseni,,,
Saxicola caprata fruticola,,,
Saxicola caprata pyrrhonotus,,,
Saxicola caprata francki,,,
Saxicola caprata albonotatus,,,
Saxicola caprata cognatus,,,
Saxicola caprata aethiops,,,
Saxicola caprata belensis,,,
Saxicola caprata wahgiensis,,,
Saxicola insignis,White-throated Bush Chat,White-throated Bushchat,VU
Saxicola leucurus,White-tailed Stonechat,White-tailed Stonechat,LC
Saxicola maurus,Siberian Stonechat,,NE
Saxicola maurus hemprichii,,,
Saxicola maurus variegatus,,,
Saxicola maurus maurus,,,
Saxicola maurus indicus,,,
Saxicola maurus przewalskii,,,
Saxicola maurus stejnegeri,,,
Saxicola tectes,Reunion Stonechat,Reunion Stonechat,LC
Saxicola torquatus,African Stonechat,African Stonechat,NE
Saxicola torquatus felix,,,
Saxicola torquatus albofasciatus,,,
Saxicola torquatus jebelmarrae,,,
Saxicola torquatus moptanus,,,
Saxicola torquatus nebularum,,,
Saxicola torquatus axillaris,,,
Saxicola torquatus promiscuus,,,
Saxicola torquatus salax,,,
Saxicola torquatus stonei,,,
Saxicola torquatus clanceyi,,,
Saxicola torquatus torquatus,,,
Saxicola torquatus oreobates,,,
Saxicola torquatus voeltzkowi,,,
Saxicola torquatus sibilla,,,
Saxicola torquatus tsaratananae,,,
Saxicola torquatus ankaratrae,,,
Saxicola dacotiae,Canary Islands Stonechat,Mărăcinar de Canare,NT
Saxicola dacotiae dacotiae,,,
Saxicola dacotiae murielae,,,
Saxicola rubicola,European Stonechat,Mărăcinar negru,NE
Saxicola rubicola hibernans,,,
Saxicola rubicola rubicola,,,
Campicoloides,,,
Campicoloides bifasciatus,Buff-streaked Chat,Buff-streaked Chat,LC
Emarginata,,,
Emarginata sinuata,Sickle-winged Chat,Sickle-winged Chat,LC
Emarginata sinuata hypernephela,,,
Emarginata sinuata ensifera,,,
Emarginata sinuata sinuata,,,
Emarginata schlegelii,Karoo Chat,Karoo Chat,LC
Emarginata schlegelii benguellensis,,,
Emarginata schlegelii schlegelii,,,
Emarginata schlegelii namaquensis,,,
Emarginata schlegelii pollux,,,
Emarginata tractrac,Tractrac Chat,Tractrac Chat,LC
Emarginata tractrac hoeschi,,,
Emarginata tractrac albicans,,,
Emarginata tractrac barlowi,,,
Emarginata tractrac nebulosa,,,
Emarginata tractrac tractrac,,,
Pinarochroa,,,
Pinarochroa sordida,Moorland Chat,Moorland Chat,LC
Pinarochroa sordida sordida,,,
Pinarochroa sordida ernesti,,,
Pinarochroa sordida olimotiensis,,,
Pinarochroa sordida hypospodia,,,
Thamnolaea,,,
Thamnolaea cinnamomeiventris,Mocking Cliff Chat,Mocking Cliff-Chat,LC
Thamnolaea cinnamomeiventris kordofanensis,,,
Thamnolaea cinnamomeiventris albiscapulata,,,
Thamnolaea cinnamomeiventris subrufipennis,,,
Thamnolaea cinnamomeiventris odica,,,
Thamnolaea cinnamomeiventris cinnamomeiventris,,,
Thamnolaea cinnamomeiventris autochthones,,,
Thamnolaea cinnamomeiventris cavernicola,,,
Thamnolaea cinnamomeiventris bambarae,,,
Thamnolaea cinnamomeiventris coronata,,,
Myrmecocichla,,,
Myrmecocichla nigra,Sooty Chat,Sooty Chat,LC
Myrmecocichla aethiops,Anteater Chat,Northern Anteater-Chat,LC
Myrmecocichla aethiops aethiops,,,
Myrmecocichla aethiops sudanensis,,,
Myrmecocichla aethiops cryptoleuca,,,
Myrmecocichla formicivora,Ant-eating Chat,Southern Anteater-Chat,LC
Myrmecocichla tholloni,Congo Moor Chat,Congo Moor Chat,LC
Myrmecocichla monticola,Mountain Chat,Mountain Chat,LC
Myrmecocichla monticola albipileata,,,
Myrmecocichla monticola nigricauda,,,
Myrmecocichla monticola atmorii,,,
Myrmecocichla monticola monticola,,,
Myrmecocichla melaena,Rüppell's Black Chat,Rüppell's Chat,LC
Myrmecocichla arnotti,Arnot's Chat,Arnot's Chat,LC
Myrmecocichla arnotti arnotti,,,
Myrmecocichla arnotti harterti,,,
Myrmecocichla arnotti collaris,,,
Oenanthe,,,
Oenanthe monacha,Hooded Wheatear,Pietrar cu glugă albă,LC
Oenanthe deserti,Desert Wheatear,Pietrar de deșert,LC
Oenanthe deserti homochroa,,,
Oenanthe deserti deserti,,,
Oenanthe deserti oreophila,,,
Oenanthe hispanica,Western Black-eared Wheatear,Western Black-eared Wheatear,NE
Oenanthe pleschanka,Pied Wheatear,Pietrar negru,LC
Oenanthe melanoleuca,Eastern Black-eared Wheatear,Pietrar mediteranean,NE
Oenanthe cypriaca,Cyprus Wheatear,Pietrar de Cipru,LC
Oenanthe seebohmi,Atlas Wheatear,Pietrar de Atlas,LC
Oenanthe oenanthe,Northern Wheatear,Pietrar sur,LC
Oenanthe oenanthe leucorhoa,,,
Oenanthe oenanthe oenanthe,,,
Oenanthe oenanthe libanotica,,,
Oenanthe pileata,Capped Wheatear,Capped Wheatear,LC
Oenanthe pileata neseri,,,
Oenanthe pileata livingstonii,,,
Oenanthe pileata pileata,,,
Oenanthe bottae,Buff-breasted Wheatear,Buff-breasted Wheatear,LC
Oenanthe frenata,Rusty-breasted Wheatear,Rusty-breasted Wheatear,LC
Oenanthe isabellina,Isabelline Wheatear,Pietrar răsăritean,LC
Oenanthe heuglinii,Heuglin's Wheatear,Heuglin's Wheatear,LC
Oenanthe phillipsi,Somali Wheatear,Somali Wheatear,LC
Oenanthe albifrons,White-fronted Black Chat,White-fronted Black-Chat,LC
Oenanthe albifrons frontalis,,,
Oenanthe albifrons limbata,,,
Oenanthe albifrons albifrons,,,
Oenanthe albifrons pachyrhyncha,,,
Oenanthe albifrons clericalis,,,
Oenanthe moesta,Red-rumped Wheatear,Pietrar cu târtiță roșcată,LC
Oenanthe melanura,Blackstart,Pietrar cu coadă neagră,LC
Oenanthe melanura melanura,,,
Oenanthe melanura neumanni,,,
Oenanthe melanura lypura,,,
Oenanthe melanura aussae,,,
Oenanthe melanura airensis,,,
Oenanthe melanura ultima,,,
Oenanthe familiaris,Familiar Chat,Familiar Chat,LC
Oenanthe familiaris falkensteini,,,
Oenanthe familiaris omoensis,,,
Oenanthe familiaris angolensis,,,
Oenanthe familiaris galtoni,,,
Oenanthe familiaris hellmayri,,,
Oenanthe familiaris actuosa,,,
Oenanthe familiaris familiaris,,,
Oenanthe dubia,Sombre Rock Chat,Sombre Rock Chat,DD
Oenanthe scotocerca,Brown-tailed Rock Chat,Brown-tailed Chat,LC
Oenanthe scotocerca furensis,,,
Oenanthe scotocerca scotocerca,,,
Oenanthe scotocerca turkana,,,
Oenanthe scotocerca spectatrix,,,
Oenanthe scotocerca validior,,,
Oenanthe fusca,Brown Rock Chat,Brown Rock Chat,LC
Oenanthe picata,Variable Wheatear,Pietrar oriental,LC
Oenanthe albonigra,Hume's Wheatear,Hume's Wheatear,LC
Oenanthe finschii,Finsch's Wheatear,Pietrar caucazian,LC
Oenanthe finschii finschii,,,
Oenanthe finschii barnesi,,,
Oenanthe lugens,Mourning Wheatear,Pietrar sumbru,LC
Oenanthe lugens halophila,,,
Oenanthe lugens lugens,,,
Oenanthe lugens persica,,,
Oenanthe lugens warriae,,,
Oenanthe xanthoprymna,Kurdish Wheatear,Pietrar cu coadă roșie,LC
Oenanthe chrysopygia,Red-tailed Wheatear,Pietrar persan,LC
Oenanthe leucura,Black Wheatear,Pietrar negru de stâncă,LC
Oenanthe leucura leucura,,,
Oenanthe leucura riggenbachi,,,
Oenanthe leucopyga,White-crowned Wheatear,Pietrar de grohotiș,LC
Oenanthe leucopyga leucopyga,,,
Oenanthe leucopyga ernesti,,,
Oenanthe lugentoides,Arabian Wheatear,Arabian Wheatear,LC
Oenanthe lugentoides lugentoides,,,
Oenanthe lugentoides boscaweni,,,
Oenanthe lugubris,Abyssinian Wheatear,Abyssinian Wheatear,LC
Oenanthe lugubris vauriei,,,
Oenanthe lugubris lugubris,,,
Oenanthe lugubris schalowi,,,
Promeropidae,,,
Promerops,,,
Promerops cafer,Cape Sugarbird,Cape Sugarbird,LC
Promerops gurneyi,Gurney's Sugarbird,Gurney's Sugarbird,NT
Promerops gurneyi ardens,,,
Promerops gurneyi gurneyi,,,
Modulatricidae,,,
Modulatrix,,,
Modulatrix stictigula,Spot-throat,Spot-throat,LC
Kakamega,,,
Kakamega poliothorax,Grey-chested Babbler,Gray-chested Babbler,LC
Arcanator,,,
Arcanator orostruthus,Dapple-throat,Dapple-throat,NT
Arcanator orostruthus amani,,,
Arcanator orostruthus orostruthus,,,
Arcanator orostruthus sanjei,,,
Dicaeidae,,,
Prionochilus,,,
Prionochilus maculatus,Yellow-breasted Flowerpecker,Yellow-breasted Flowerpecker,LC
Prionochilus maculatus septentrionalis,,,
Prionochilus maculatus oblitus,,,
Prionochilus maculatus maculatus,,,
Prionochilus maculatus natunensis,,,
Prionochilus percussus,Crimson-breasted Flowerpecker,Crimson-breasted Flowerpecker,LC
Prionochilus percussus ignicapilla,,,
Prionochilus percussus percussus,,,
Prionochilus percussus regulus,,,
Prionochilus plateni,Palawan Flowerpecker,Palawan Flowerpecker,LC
Prionochilus plateni plateni,,,
Prionochilus plateni culionensis,,,
Prionochilus xanthopygius,Yellow-rumped Flowerpecker,Yellow-rumped Flowerpecker,LC
Prionochilus thoracicus,Scarlet-breasted Flowerpecker,Scarlet-breasted Flowerpecker,NT
Pachyglossa,,,
Pachyglossa olivacea,Olive-backed Flowerpecker,Olive-backed Flowerpecker,LC
Pachyglossa olivacea parsonsi,,,
Pachyglossa olivacea olivacea,,,
Pachyglossa olivacea samarensis,,,
Pachyglossa agilis,Thick-billed Flowerpecker,Thick-billed Flowerpecker,LC
Pachyglossa agilis agilis,,,
Pachyglossa agilis zeylonica,,,
Pachyglossa agilis pallescens,,,
Pachyglossa agilis modesta,,,
Pachyglossa agilis atjehensis,,,
Pachyglossa agilis finschi,,,
Pachyglossa agilis tincta,,,
Pachyglossa agilis obsoleta,,,
Pachyglossa agilis striatissima,,,
Pachyglossa agilis aeruginosa,,,
Pachyglossa agilis affinis,,,
Pachyglossa everetti,Brown-backed Flowerpecker,Brown-backed Flowerpecker,NT
Pachyglossa propria,Whiskered Flowerpecker,Whiskered Flowerpecker,LC
Pachyglossa chrysorrhea,Yellow-vented Flowerpecker,Yellow-vented Flowerpecker,LC
Pachyglossa chrysorrhea chrysochloris,,,
Pachyglossa chrysorrhea chrysorrhea,,,
Pachyglossa melanozantha,Yellow-bellied Flowerpecker,Yellow-bellied Flowerpecker,LC
Pachyglossa vincens,Legge's Flowerpecker,White-throated Flowerpecker,NT
Dicaeum,,,
Dicaeum dayakorum,Spectacled Flowerpecker,Spectacled Flowerpecker,DD
Dicaeum annae,Golden-rumped Flowerpecker,Golden-rumped Flowerpecker,LC
Dicaeum annae annae,,,
Dicaeum annae sumbavense,,,
Dicaeum aureolimbatum,Yellow-sided Flowerpecker,Yellow-sided Flowerpecker,LC
Dicaeum aureolimbatum aureolimbatum,,,
Dicaeum aureolimbatum laterale,,,
Dicaeum nigrilore,Olive-capped Flowerpecker,Olive-capped Flowerpecker,LC
Dicaeum nigrilore nigrilore,,,
Dicaeum nigrilore diuatae,,,
Dicaeum anthonyi,Yellow-crowned Flowerpecker,Yellow-crowned Flowerpecker,LC
Dicaeum kampalili,Flame-crowned Flowerpecker,Flame-crowned Flowerpecker,LC
Dicaeum kampalili masawan,,,
Dicaeum kampalili kampalili,,,
Dicaeum bicolor,Bicolored Flowerpecker,Bicolored Flowerpecker,LC
Dicaeum bicolor inexpectatum,,,
Dicaeum bicolor bicolor,,,
Dicaeum bicolor viridissimum,,,
Dicaeum quadricolor,Cebu Flowerpecker,Cebu Flowerpecker,CR
Dicaeum australe,Red-keeled Flowerpecker,Red-keeled Flowerpecker,LC
Dicaeum haematostictum,Black-belted Flowerpecker,Black-belted Flowerpecker,LC
Dicaeum retrocinctum,Scarlet-collared Flowerpecker,Scarlet-collared Flowerpecker,NT
Dicaeum trigonostigma,Orange-bellied Flowerpecker,Orange-bellied Flowerpecker,LC
Dicaeum trigonostigma rubropygium,,,
Dicaeum trigonostigma trigonostigma,,,
Dicaeum trigonostigma antioproctum,,,
Dicaeum trigonostigma megastoma,,,
Dicaeum trigonostigma flaviclunis,,,
Dicaeum trigonostigma dayakanum,,,
Dicaeum trigonostigma xanthopygium,,,
Dicaeum trigonostigma intermedium,,,
Dicaeum trigonostigma cnecolaemum,,,
Dicaeum trigonostigma sibuyanicum,,,
Dicaeum trigonostigma dorsale,,,
Dicaeum trigonostigma besti,,,
Dicaeum trigonostigma pallidius,,,
Dicaeum trigonostigma cinereigulare,,,
Dicaeum trigonostigma isidroi,,,
Dicaeum trigonostigma assimile,,,
Dicaeum trigonostigma sibutuense,,,
Dicaeum hypoleucum,Buzzing Flowerpecker,Buzzing Flowerpecker,LC
Dicaeum hypoleucum cagayanense,,,
Dicaeum hypoleucum obscurum,,,
Dicaeum hypoleucum pontifex,,,
Dicaeum hypoleucum mindanense,,,
Dicaeum hypoleucum hypoleucum,,,
Dicaeum erythrorhynchos,Pale-billed Flowerpecker,Pale-billed Flowerpecker,LC
Dicaeum erythrorhynchos erythrorhynchos,,,
Dicaeum erythrorhynchos ceylonense,,,
Dicaeum concolor,Nilgiri Flowerpecker,Nilgiri Flowerpecker,LC
Dicaeum minullum,Plain Flowerpecker,Plain Flowerpecker,NE
Dicaeum minullum olivaceum,,,
Dicaeum minullum minullum,,,
Dicaeum minullum uchidai,,,
Dicaeum minullum borneanum,,,
Dicaeum minullum sollicitans,,,
Dicaeum virescens,Andaman Flowerpecker,Andaman Flowerpecker,NE
Dicaeum pygmaeum,Pygmy Flowerpecker,Pygmy Flowerpecker,LC
Dicaeum pygmaeum palawanorum,,,
Dicaeum pygmaeum fugaense,,,
Dicaeum pygmaeum salomonseni,,,
Dicaeum pygmaeum pygmaeum,,,
Dicaeum pygmaeum davao,,,
Dicaeum nehrkorni,Crimson-crowned Flowerpecker,Crimson-crowned Flowerpecker,LC
Dicaeum schistaceiceps,Halmahera Flowerpecker,Halmahera Flowerpecker,LC
Dicaeum erythrothorax,Buru Flowerpecker,Buru Flowerpecker,LC
Dicaeum vulneratum,Ashy Flowerpecker,Ashy Flowerpecker,LC
Dicaeum pectorale,Olive-crowned Flowerpecker,Olive-crowned Flowerpecker,LC
Dicaeum pectorale ignotum,,,
Dicaeum pectorale pectorale,,,
Dicaeum geelvinkianum,Red-capped Flowerpecker,Red-capped Flowerpecker,LC
Dicaeum geelvinkianum maforense,,,
Dicaeum geelvinkianum misoriense,,,
Dicaeum geelvinkianum geelvinkianum,,,
Dicaeum geelvinkianum obscurifrons,,,
Dicaeum geelvinkianum diversum,,,
Dicaeum geelvinkianum albopunctatum,,,
Dicaeum geelvinkianum rubrigulare,,,
Dicaeum geelvinkianum rubrocoronatum,,,
Dicaeum geelvinkianum violaceum,,,
Dicaeum nitidum,Louisiade Flowerpecker,Louisiade Flowerpecker,LC
Dicaeum nitidum nitidum,,,
Dicaeum nitidum rosseli,,,
